Date,Score
2022-11-05,0.6956552227756156
2022-11-07,0.5164060346987831
2022-11-08,0.4922125728632808
2022-11-09,0.5100166005080883
2022-11-10,0.519473959363273
2022-11-11,0.5287960379254405
2022-11-12,0.5387587087488415
2022-11-13,0.49851272566519067
2022-11-14,0.387780704244287
2022-11-15,0.5271002076690903
2022-11-16,0.5125353408039356
2022-11-17,0.4170256419932661
2022-11-18,0.5047411563841626
2022-11-19,0.4859778395301278
2022-11-20,0.4012985639918772
2022-11-21,0.3031941707430971
2022-11-22,0.5047334097909781
2022-11-23,0.5057822000019916
2022-11-24,0.5055934170882079
2022-11-25,0.5064142219499136
2022-11-26,0.4952779094036713
2022-11-27,0.4697166563479006
2022-11-28,0.27322053842720534
2022-11-29,0.481084443027721
2022-11-30,0.2919015989203413
2022-12-01,0.5735171059239527
2022-12-02,0.5256237904063712
2022-12-03,0.4593887593013289
2022-12-04,0.5408813684136125
2022-12-05,0.48223213496050227
2022-12-06,0.21923347784806876
2022-12-07,0.5151220668826697
2022-12-08,0.49615717115354974
2022-12-09,0.5198313310037862
2022-12-10,0.4880851155500876
2022-12-11,0.5060392136062604
2022-12-12,0.4117960399265398
2022-12-13,0.41807850748530795
2022-12-14,0.5309976725038804
2022-12-15,0.4361051261654336
2022-12-16,0.49542567990175573
2022-12-17,0.4472208144543868
2022-12-18,0.4080902932400163
2022-12-19,0.5474123085972302
2022-12-20,0.3670312300773204
2022-12-21,0.49231379093860284
2022-12-22,0.5138633914304549
2022-12-23,0.5461077109612641
2022-12-24,0.6580977725645569
2022-12-25,0.5003284069151773
2022-12-26,0.45475469714046357
2022-12-27,0.5239269852434193
2022-12-28,0.5224765432755145
2022-12-29,0.4852285136822861
2022-12-30,0.5221548219730057
2022-12-31,0.3456273559462756
2023-01-02,0.4734855317792756
2023-01-03,0.4292453565449395
2023-01-04,0.5078534578403396
2023-01-05,0.44538688424570155
2023-01-06,0.5594524001950143
2023-01-09,0.5055467103920832
2023-01-10,0.5046168855843819
2023-01-11,0.43251082880510655
2023-01-12,0.3475746954792797
2023-01-13,0.501974185915935
2023-01-14,0.61148650716279
2023-01-15,0.4938786679732644
2023-01-16,0.4091621572575249
2023-01-17,0.4349456473334414
2023-01-18,0.5250946940101026
2023-01-19,0.4636952396751715
2023-01-20,0.5417169222322519
2023-01-21,0.508805244554344
2023-01-22,0.37541643715774364
2023-01-23,0.5150138853743236
2023-01-24,0.5159847318489524
2023-01-25,0.4657690225067254
2023-01-26,0.11172559355855932
2023-01-27,0.5121758499578821
2023-01-28,0.5315643690468694
2023-01-29,0.5958081544070221
2023-01-30,0.5406692271615883
2023-01-31,0.4787667117627866
2023-02-01,0.5719928976610801
2023-02-02,0.4970550159967255
2023-02-03,0.41281563266621796
2023-02-06,0.5617091924901003
2023-02-07,0.47700887196946357
2023-02-08,0.5131898784130058
2023-02-09,0.523670900325115
2023-02-10,0.5102591807710664
2023-02-11,0.5116962817272536
2023-02-12,0.3214755907105062
2023-02-13,0.5114722236207415
2023-02-14,0.542236287587902
2023-02-15,0.5519498604979319
2023-02-16,0.521045554545064
2023-02-17,0.4979189614305204
2023-02-18,0.5710303458595161
2023-02-19,0.5123433849874234
2023-02-20,0.3910084239324796
2023-02-21,0.5023154928916753
2023-02-22,0.25633085327194427
2023-02-23,0.531640145644623
2023-02-24,0.48416131725949463
2023-02-25,0.44020734905578646
2023-02-26,0.5474098945948964
2023-02-27,0.5077787736750792
2023-02-28,0.5351942986457903
2023-03-01,0.5023998618125916
2023-03-02,0.550726400780093
2023-03-03,0.4733517718218465
2023-03-04,0.5640286056068011
2023-03-05,0.4753506105657148
2023-03-06,0.5465594112670313
2023-03-07,0.519221727318712
2023-03-08,0.47142844625426594
2023-03-09,0.509014882684641
2023-03-10,0.30646622978681326
2023-03-11,0.46559458045029684
2023-03-12,0.5497938564198435
2023-03-13,0.4609421369841372
2023-03-14,0.6516690743384289
2023-03-15,0.5133399903274447
2023-03-16,0.5166343661337178
2023-03-17,0.5562116610523742
2023-03-18,0.40741558690481156
2023-03-19,0.45788046250970205
2023-03-20,0.5371127496905397
2023-03-21,0.33277774130871923
2023-03-22,0.4871320397914097
2023-03-23,0.5807646556573633
2023-03-24,0.6852088537614052
2023-03-25,0.5178073985646785
2023-03-26,0.5302837330442448
2023-03-27,0.5438298141222965
2023-03-28,0.3594828257698896
2023-03-29,0.42995510568087836
2023-03-30,0.49356131254590685
2023-03-31,0.4861106872360859
2023-04-01,0.49388964188765727
2023-04-02,0.16222472403194288
2023-04-03,0.5054683230737186
2023-04-04,0.49866742511678763
2023-04-05,0.45477900700448787
2023-04-06,0.49835379636907695
2023-04-08,0.47682702506820895
2023-04-09,0.27211034504677284
2023-04-11,0.5263058330609149
2023-04-12,0.6165316976201627
2023-04-13,0.4212869427389664
2023-04-14,0.5152707404584651
2023-04-16,0.5200334044534067
2023-04-17,0.4806729325887589
2023-04-18,0.5380858716162082
2023-04-19,0.46769766321392375
2023-04-20,0.2396118721597271
2023-04-21,0.47293115309054246
2023-04-23,0.5126406258976786
2023-04-24,0.471347944462388
2023-04-25,0.5819126062665583
2023-04-26,0.5357442777619507
2023-04-27,0.5112554314639637
2023-04-28,0.4948002055264937
2023-04-29,0.5816264753891924
2023-04-30,0.512928805614349
2023-05-01,0.34142584799140907
2023-05-02,0.46390048387217653
2023-05-03,0.5063284735797628
2023-05-04,0.46827522120593884
2023-05-05,0.4583530619898082
2023-05-06,0.47456512660152445
2023-05-07,0.520361911172544
2023-05-08,0.4726436165214932
2023-05-09,0.3960929553597823
2023-05-10,0.5009520194344463
2023-05-11,0.4992912821841316
2023-05-12,0.5016429051267235
